complaint_id,timestamp,city,complaint_type,phone_hash,bank_ref,description,lat,lon,withdrawal_flag,withdrawal_atm_id,withdrawal_time
CMP-2024-0846,2024-07-03 15:11:20,Bengaluru,Debit Card Fraud,2916512aaf217346,YESB646802,Card cloned at compromised POS terminal; cash withdrawn from ATM.,12.91809,77.57731,yes,ATM-0252,2024-07-03 20:13:41
CMP-2020-0847,2020-02-26 16:36:11,Surat,Credit Card Fraud,8d64052b4596a913,SBIN196216,Card details skimmed online; multiple unauthorized international charges.,21.0723,72.84575,no,,
CMP-2020-0848,2020-03-23 18:46:02,Jaipur,UPI Fraud,9359234575ccc78a,BOB426592,Unauthorized UPI transaction initiated from victim's account via social engineering.,26.81165,75.69656,yes,ATM-0311,2020-03-24 12:41:35
CMP-2020-0849,2020-09-17 04:59:46,Ahmedabad,Debit Card Fraud,5721f7d1b9430848,BOB183902,Card cloned at compromised POS terminal; cash withdrawn from ATM.,23.1578,72.52927,yes,ATM-0242,2020-09-18 12:46:31
CMP-2022-0850,2022-01-12 02:18:13,Coimbatore,Loan Fraud,190800ee867dd6b8,SBIN959416,Fraudulent loan approved in victim's name; money diverted to mule account.,11.15293,76.9504,no,,
CMP-2021-0851,2021-07-25 10:15:32,Mumbai,Lottery Scam,90de5a65a5c73147,CNRB260221,Victim paid processing fee for fake lottery winnings and lost money.,19.09186,72.78041,yes,ATM-0157,2021-07-26 18:55:06
CMP-2021-0852,2021-04-01 22:43:25,Lucknow,OTP Scam,ce20df1e8d37075e,KOTAK243294,Victim shared OTP with caller impersonating bank support; funds transferred.,26.91116,80.85491,no,,
CMP-2019-0853,2019-01-10 03:49:48,Patna,SIM Swap,2ffd0755a1ef6563,KOTAK615326,SIM swapped without consent; OTPs intercepted and account emptied.,25.56547,85.11235,yes,ATM-0381,2019-01-11 06:41:47
CMP-2021-0854,2021-12-08 14:33:20,Surat,Investment Scam,053fc5b1388db9cc,YESB140712,Victim lured into fake crypto/stock investment platform and lost deposits.,21.31794,72.71844,no,,
CMP-2019-0855,2019-12-22 17:39:48,Madurai,Loan Fraud,c1941cebc054198f,KOTAK634363,Fraudulent loan approved in victim's name; money diverted to mule account.,9.98794,78.16029,yes,ATM-0030,2019-12-24 16:31:43
CMP-2024-0856,2024-07-23 00:03:44,Coimbatore,Debit Card Fraud,20e8b92aa34120df,BOB136183,Card cloned at compromised POS terminal; cash withdrawn from ATM.,11.14324,76.91422,no,,
CMP-2019-0857,2019-03-03 21:49:03,Surat,Credit Card Fraud,a558f986827478e3,UNION577595,Card details skimmed online; multiple unauthorized international charges.,21.30348,72.72531,yes,ATM-0297,2019-03-06 18:20:44
CMP-2024-0858,2024-01-18 18:16:19,Chennai,UPI Fraud,f5a57ba2429c37b8,ICICI775699,Unauthorized UPI transaction initiated from victim's account via social engineering.,13.14618,80.236,no,,
CMP-2024-0859,2024-11-04 08:28:18,Mumbai,SIM Swap,6fbb8c52f3e84fb5,YESB273878,SIM swapped without consent; OTPs intercepted and account emptied.,19.17492,72.80356,yes,ATM-0273,2024-11-06 07:52:57
CMP-2021-0860,2021-04-18 16:33:22,Hyderabad,Loan Fraud,8d40dcd769a221f3,ICICI214582,Fraudulent loan approved in victim's name; money diverted to mule account.,17.42585,78.56971,yes,ATM-0074,2021-04-19 11:55:32
CMP-2020-0861,2020-04-04 01:41:30,Coimbatore,Loan Fraud,a0d8e3478ead1877,PNB106732,Fraudulent loan approved in victim's name; money diverted to mule account.,11.16291,77.05072,yes,ATM-0036,2020-04-06 09:24:04
CMP-2021-0862,2021-07-04 11:40:40,Pune,Lottery Scam,ad0391c86f31b8c8,YESB278922,Victim paid processing fee for fake lottery winnings and lost money.,18.42332,73.76262,yes,ATM-0250,2021-07-05 00:46:50
CMP-2024-0863,2024-09-09 03:02:47,Ahmedabad,Investment Scam,ff4fae3cf5475df8,AXIS294655,Victim lured into fake crypto/stock investment platform and lost deposits.,22.93278,72.64637,no,,
CMP-2020-0864,2020-02-25 10:04:19,Indore,Loan Fraud,cbc30e1d5b8f01f9,UNION214499,Fraudulent loan approved in victim's name; money diverted to mule account.,22.83011,75.75754,yes,ATM-0194,2020-02-25 19:02:56
CMP-2019-0865,2019-05-21 19:10:33,Chennai,Investment Scam,95120ecbb0dc3d93,BOB608763,Victim lured into fake crypto/stock investment platform and lost deposits.,13.13454,80.15094,yes,ATM-0385,2019-05-24 15:57:05
CMP-2022-0866,2022-12-28 17:18:24,Madurai,Phishing,5ad888e1dd0e68ab,AXIS647707,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,10.01274,78.0825,no,,
CMP-2024-0867,2024-10-08 20:51:05,Hyderabad,OTP Scam,1a1581696787e370,KOTAK733729,Victim shared OTP with caller impersonating bank support; funds transferred.,17.36384,78.44794,no,,
CMP-2024-0868,2024-12-29 18:49:22,Patna,Debit Card Fraud,a6b13b51f4abfce5,YESB496818,Card cloned at compromised POS terminal; cash withdrawn from ATM.,25.62734,85.28019,no,,
CMP-2023-0869,2023-11-02 12:54:44,Chennai,OTP Scam,6999a307bb2878a4,YESB860448,Victim shared OTP with caller impersonating bank support; funds transferred.,13.18333,80.39821,yes,ATM-0063,2023-11-05 03:28:51
CMP-2020-0870,2020-09-04 07:31:14,Coimbatore,Debit Card Fraud,c5ada2c3bb3993f7,BOB748388,Card cloned at compromised POS terminal; cash withdrawn from ATM.,11.07266,77.06676,no,,
CMP-2022-0871,2022-12-17 13:27:02,Chennai,KYC Fraud,37c7f2b17eb8164b,KOTAK147976,Fraudster posing as bank official updated KYC and drained the account.,13.22358,80.34144,no,,
CMP-2020-0872,2020-05-26 17:26:53,Ahmedabad,Loan Fraud,0e237a3f7fa3e81b,UNION932527,Fraudulent loan approved in victim's name; money diverted to mule account.,22.89691,72.54977,no,,
CMP-2024-0873,2024-08-01 11:31:38,Surat,UPI Fraud,bd229fa1d9464009,YESB408137,Unauthorized UPI transaction initiated from victim's account via social engineering.,21.20235,72.89468,no,,
CMP-2024-0874,2024-04-03 19:53:20,Madurai,SIM Swap,fb4970b4cd73e8cc,SBIN622112,SIM swapped without consent; OTPs intercepted and account emptied.,10.01425,78.0602,no,,
CMP-2022-0875,2022-04-17 07:17:39,Patna,OTP Scam,4ed4f34740792556,BOB221297,Victim shared OTP with caller impersonating bank support; funds transferred.,25.58875,85.1498,yes,ATM-0088,2022-04-19 13:31:42
CMP-2022-0876,2022-12-16 12:02:11,Mumbai,UPI Fraud,f8c891219d30ee0f,HDFC268018,Unauthorized UPI transaction initiated from victim's account via social engineering.,19.2047,72.82565,yes,ATM-0144,2022-12-17 03:54:12
CMP-2020-0877,2020-07-18 11:08:21,Ahmedabad,UPI Fraud,998be1831e1991ee,SBIN660509,Unauthorized UPI transaction initiated from victim's account via social engineering.,23.06256,72.56899,no,,
CMP-2020-0878,2020-12-30 04:00:50,Bengaluru,Investment Scam,aa4c548e38b64791,UNION167808,Victim lured into fake crypto/stock investment platform and lost deposits.,13.0148,77.5577,no,,
CMP-2023-0879,2023-06-01 13:57:17,Pune,SIM Swap,434efea3d53f3c6c,AXIS334410,SIM swapped without consent; OTPs intercepted and account emptied.,18.44813,73.79399,yes,ATM-0175,2023-06-03 19:16:36
CMP-2024-0880,2024-08-15 10:17:05,Coimbatore,UPI Fraud,8630125b3515f0d8,KOTAK233606,Unauthorized UPI transaction initiated from victim's account via social engineering.,11.1228,77.09202,no,,
CMP-2019-0881,2019-01-04 16:15:42,Chennai,Investment Scam,ab242055d9412643,AXIS988268,Victim lured into fake crypto/stock investment platform and lost deposits.,13.04914,80.24781,no,,
CMP-2023-0882,2023-10-14 08:41:37,Indore,Credit Card Fraud,b9018a675dc280c6,UNION719473,Card details skimmed online; multiple unauthorized international charges.,22.63624,75.82629,no,,
CMP-2021-0883,2021-10-06 04:20:09,Delhi,Lottery Scam,08829a41d06c084d,AXIS624112,Victim paid processing fee for fake lottery winnings and lost money.,28.75809,76.99673,yes,ATM-0383,2021-10-08 04:14:28
CMP-2023-0884,2023-10-22 15:07:32,Coimbatore,Phishing,0df88116f09c0271,KOTAK423896,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,11.01751,77.01238,yes,ATM-0362,2023-10-24 08:27:05
CMP-2022-0885,2022-10-14 16:33:24,Bengaluru,OTP Scam,506fc84fce9f4b1d,YESB161669,Victim shared OTP with caller impersonating bank support; funds transferred.,13.11594,77.54454,no,,
CMP-2020-0886,2020-04-06 10:52:42,Coimbatore,Debit Card Fraud,915e4f77f9ad9c35,HDFC913735,Card cloned at compromised POS terminal; cash withdrawn from ATM.,10.92051,76.95205,yes,ATM-0338,2020-04-09 04:34:10
CMP-2019-0887,2019-12-15 19:00:59,Chennai,SIM Swap,afc4f3e2d7598343,KOTAK542957,SIM swapped without consent; OTPs intercepted and account emptied.,13.13607,80.41779,no,,
CMP-2021-0888,2021-05-06 19:39:42,Jaipur,Lottery Scam,0a72b1a0414b318c,AXIS835165,Victim paid processing fee for fake lottery winnings and lost money.,27.01928,75.75543,yes,ATM-0386,2021-05-09 04:38:01
CMP-2024-0889,2024-03-12 02:08:31,Chennai,Lottery Scam,91f1b21a282cc8c7,SBIN705193,Victim paid processing fee for fake lottery winnings and lost money.,12.97397,80.32949,yes,ATM-0075,2024-03-12 17:14:42
CMP-2023-0890,2023-10-29 08:23:03,Bengaluru,Phishing,e62ad30f35b8382f,UNION206900,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,13.0251,77.74115,yes,ATM-0219,2023-10-31 09:18:15
CMP-2020-0891,2020-01-04 13:50:02,Chennai,UPI Fraud,da15a8c825f42bf0,BOB288358,Unauthorized UPI transaction initiated from victim's account via social engineering.,13.21622,80.1559,no,,
CMP-2021-0892,2021-01-11 14:56:17,Pune,Credit Card Fraud,1a27125cb8a4051d,YESB356902,Card details skimmed online; multiple unauthorized international charges.,18.3806,73.77896,no,,
CMP-2023-0893,2023-02-16 08:57:22,Delhi,Loan Fraud,747097258fc1a67f,ICICI915509,Fraudulent loan approved in victim's name; money diverted to mule account.,28.6932,77.19796,yes,ATM-0324,2023-02-18 07:59:10
CMP-2021-0894,2021-03-15 19:18:56,Mumbai,UPI Fraud,9a1028ed14d79411,ICICI612982,Unauthorized UPI transaction initiated from victim's account via social engineering.,19.11842,73.00024,yes,ATM-0301,2021-03-17 12:34:12
CMP-2022-0895,2022-06-08 15:12:20,Hyderabad,UPI Fraud,4e473aea92c9762c,UNION289893,Unauthorized UPI transaction initiated from victim's account via social engineering.,17.35019,78.63669,no,,
CMP-2020-0896,2020-10-15 17:08:17,Delhi,UPI Fraud,9a141bd7fa5dc200,ICICI848440,Unauthorized UPI transaction initiated from victim's account via social engineering.,28.82676,77.19107,yes,ATM-0359,2020-10-15 18:33:35
CMP-2022-0897,2022-05-03 07:52:03,Jaipur,SIM Swap,8202886b737de36b,ICICI644107,SIM swapped without consent; OTPs intercepted and account emptied.,27.01354,75.79899,no,,
CMP-2022-0898,2022-11-28 21:01:39,Madurai,Debit Card Fraud,8d3a7ecbc774c24d,ICICI289440,Card cloned at compromised POS terminal; cash withdrawn from ATM.,10.0338,78.17836,yes,ATM-0229,2022-12-01 06:39:52
CMP-2019-0899,2019-09-27 14:12:51,Delhi,Investment Scam,1f00d2dc72afdf77,SBIN192086,Victim lured into fake crypto/stock investment platform and lost deposits.,28.72285,77.20794,yes,ATM-0064,2019-09-29 02:39:24
CMP-2021-0900,2021-03-07 13:25:12,Jaipur,Credit Card Fraud,cf389ff8b9e8702a,HDFC360400,Card details skimmed online; multiple unauthorized international charges.,26.85258,75.92116,no,,
CMP-2023-0901,2023-09-12 02:51:04,Surat,SIM Swap,f6e1d65e8d8d9f6e,SBIN705103,SIM swapped without consent; OTPs intercepted and account emptied.,21.16733,72.77498,no,,
CMP-2024-0902,2024-12-23 23:34:55,Lucknow,SIM Swap,a86824974e77e77b,AXIS821347,SIM swapped without consent; OTPs intercepted and account emptied.,26.7264,81.04213,yes,ATM-0097,2024-12-24 09:46:55
CMP-2024-0903,2024-02-19 16:22:57,Bengaluru,Credit Card Fraud,dd8f61fb80b24910,CNRB326534,Card details skimmed online; multiple unauthorized international charges.,12.99913,77.52782,no,,
CMP-2021-0904,2021-07-13 15:14:14,Jaipur,Lottery Scam,b98d98e9dfc04bc0,YESB781332,Victim paid processing fee for fake lottery winnings and lost money.,27.0335,75.75732,yes,ATM-0131,2021-07-15 15:56:50
CMP-2024-0905,2024-08-21 23:26:29,Delhi,SIM Swap,55624af35f947a35,ICICI760150,SIM swapped without consent; OTPs intercepted and account emptied.,28.7739,77.25111,no,,
CMP-2020-0906,2020-02-27 01:07:12,Kolkata,Investment Scam,684070d2c4c12c91,CNRB734330,Victim lured into fake crypto/stock investment platform and lost deposits.,22.47181,88.46037,yes,ATM-0223,2020-02-28 04:24:14
CMP-2024-0907,2024-10-13 03:54:24,Bengaluru,UPI Fraud,d0e4cdcd874593e6,ICICI657286,Unauthorized UPI transaction initiated from victim's account via social engineering.,12.8546,77.60911,yes,ATM-0328,2024-10-13 10:18:46
CMP-2024-0908,2024-06-15 03:45:34,Madurai,Lottery Scam,56a1aa3c92df6060,AXIS386939,Victim paid processing fee for fake lottery winnings and lost money.,9.77816,78.08295,no,,
CMP-2021-0909,2021-04-09 14:00:12,Mumbai,UPI Fraud,0ed7151c5b90d8da,CNRB863706,Unauthorized UPI transaction initiated from victim's account via social engineering.,19.18865,72.90435,no,,
CMP-2019-0910,2019-07-29 07:54:16,Kolkata,Investment Scam,aa76d0a06659474c,CNRB384220,Victim lured into fake crypto/stock investment platform and lost deposits.,22.60484,88.48287,yes,ATM-0385,2019-07-30 11:57:11
CMP-2021-0911,2021-01-26 06:34:16,Coimbatore,SIM Swap,5bd3453045fee9fd,UNION990901,SIM swapped without consent; OTPs intercepted and account emptied.,10.9876,76.98349,yes,ATM-0352,2021-01-27 19:32:52
CMP-2019-0912,2019-12-07 16:21:12,Delhi,Credit Card Fraud,e0d7f0a000282edb,UNION871146,Card details skimmed online; multiple unauthorized international charges.,28.63431,77.22803,no,,
CMP-2021-0913,2021-03-22 00:00:15,Madurai,Debit Card Fraud,dbf26c56321b664e,UNION538560,Card cloned at compromised POS terminal; cash withdrawn from ATM.,9.98724,78.02473,no,,
CMP-2023-0914,2023-10-16 10:41:18,Jaipur,Lottery Scam,0f34a95f051b23ea,YESB645883,Victim paid processing fee for fake lottery winnings and lost money.,27.0449,75.90172,no,,
CMP-2020-0915,2020-10-30 15:58:33,Patna,UPI Fraud,b47b19e594e4e9fa,YESB908010,Unauthorized UPI transaction initiated from victim's account via social engineering.,25.53792,85.01464,yes,ATM-0374,2020-10-31 09:15:30
CMP-2019-0916,2019-07-25 03:37:46,Lucknow,Phishing,d43ba549d5d105d2,PNB681078,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,26.97558,81.0387,yes,ATM-0218,2019-07-27 04:22:33
CMP-2024-0917,2024-08-04 23:29:58,Delhi,OTP Scam,12a696fe10a5728b,CNRB818402,Victim shared OTP with caller impersonating bank support; funds transferred.,28.85349,77.21892,no,,
CMP-2021-0918,2021-06-07 09:18:38,Lucknow,Debit Card Fraud,195206e29194ee02,HDFC848851,Card cloned at compromised POS terminal; cash withdrawn from ATM.,26.82419,80.9565,yes,ATM-0379,2021-06-09 08:54:55
CMP-2024-0919,2024-07-09 17:24:49,Indore,SIM Swap,40b98962bbb7244c,UNION144413,SIM swapped without consent; OTPs intercepted and account emptied.,22.75181,75.99709,no,,
CMP-2024-0920,2024-04-16 07:26:12,Jaipur,Debit Card Fraud,205edb577c37e809,ICICI484880,Card cloned at compromised POS terminal; cash withdrawn from ATM.,27.01422,75.79141,no,,
CMP-2021-0921,2021-07-15 04:25:40,Pune,Credit Card Fraud,b710094da24823ca,ICICI454375,Card details skimmed online; multiple unauthorized international charges.,18.64461,73.78163,no,,
CMP-2023-0922,2023-08-07 05:06:32,Mumbai,Lottery Scam,1eb0af1cbb717a03,BOB407804,Victim paid processing fee for fake lottery winnings and lost money.,19.00543,72.72837,no,,
CMP-2021-0923,2021-05-12 10:11:30,Indore,Lottery Scam,b5b26760ded7f64f,CNRB965837,Victim paid processing fee for fake lottery winnings and lost money.,22.83763,75.98832,no,,
CMP-2024-0924,2024-02-02 17:43:48,Chennai,KYC Fraud,d6cf7d626982ec04,UNION582716,Fraudster posing as bank official updated KYC and drained the account.,13.03127,80.22687,yes,ATM-0370,2024-02-03 07:08:00
CMP-2021-0925,2021-02-15 18:43:39,Mumbai,Loan Fraud,d64ff71ae936a8bd,AXIS188860,Fraudulent loan approved in victim's name; money diverted to mule account.,19.08473,72.99725,yes,ATM-0250,2021-02-15 19:13:30
CMP-2023-0926,2023-08-13 20:37:58,Hyderabad,Debit Card Fraud,d7d006198b1ac450,YESB492491,Card cloned at compromised POS terminal; cash withdrawn from ATM.,17.32479,78.4652,yes,ATM-0138,2023-08-14 04:27:32
CMP-2021-0927,2021-08-18 21:52:25,Patna,OTP Scam,dd9cab8337c14039,SBIN470920,Victim shared OTP with caller impersonating bank support; funds transferred.,25.66823,84.98934,no,,
CMP-2023-0928,2023-04-03 21:35:41,Mumbai,Debit Card Fraud,903eb66144366ea9,HDFC240173,Card cloned at compromised POS terminal; cash withdrawn from ATM.,19.04436,72.95088,no,,
CMP-2019-0929,2019-12-18 05:52:21,Bengaluru,OTP Scam,c7f96edaf1a9fcfe,PNB224562,Victim shared OTP with caller impersonating bank support; funds transferred.,12.94793,77.60964,no,,
CMP-2023-0930,2023-04-15 01:51:11,Kolkata,Loan Fraud,acc20d6bf3ff5acf,YESB237801,Fraudulent loan approved in victim's name; money diverted to mule account.,22.45552,88.24626,yes,ATM-0080,2023-04-16 02:37:47
CMP-2019-0931,2019-01-30 21:42:59,Surat,Debit Card Fraud,9b964789154ad109,KOTAK550536,Card cloned at compromised POS terminal; cash withdrawn from ATM.,21.31313,72.90233,yes,ATM-0149,2019-01-31 18:02:12
CMP-2019-0932,2019-07-01 00:13:18,Pune,Debit Card Fraud,e1d1f7d5675ed83d,SBIN864672,Card cloned at compromised POS terminal; cash withdrawn from ATM.,18.52377,73.78154,no,,
CMP-2024-0933,2024-03-08 09:20:50,Coimbatore,Debit Card Fraud,99a1a8e9def4e360,YESB308050,Card cloned at compromised POS terminal; cash withdrawn from ATM.,11.00897,77.04062,yes,ATM-0374,2024-03-09 21:30:55
CMP-2020-0934,2020-02-01 23:36:10,Patna,Investment Scam,d8adab6dd394b771,SBIN340526,Victim lured into fake crypto/stock investment platform and lost deposits.,25.48024,85.10798,yes,ATM-0099,2020-02-04 18:29:52
CMP-2021-0935,2021-07-23 00:42:56,Lucknow,Debit Card Fraud,0c1ae78d7435163e,HDFC498828,Card cloned at compromised POS terminal; cash withdrawn from ATM.,26.81889,80.88813,no,,
CMP-2020-0936,2020-05-22 01:23:29,Kolkata,Loan Fraud,e2f4508fb701967e,HDFC634630,Fraudulent loan approved in victim's name; money diverted to mule account.,22.55072,88.2294,yes,ATM-0187,2020-05-22 21:35:29
CMP-2021-0937,2021-02-08 02:16:22,Pune,Debit Card Fraud,6ac9c3adc99845ee,HDFC290580,Card cloned at compromised POS terminal; cash withdrawn from ATM.,18.38267,73.72234,no,,
CMP-2020-0938,2020-04-09 10:37:39,Ahmedabad,Lottery Scam,7d3e57beebc66e1b,ICICI551839,Victim paid processing fee for fake lottery winnings and lost money.,22.92795,72.7059,yes,ATM-0156,2020-04-09 18:39:27
CMP-2023-0939,2023-01-05 15:56:14,Surat,SIM Swap,4e20b1e0ecabde72,SBIN447300,SIM swapped without consent; OTPs intercepted and account emptied.,21.12837,72.92411,no,,
CMP-2022-0940,2022-07-14 07:17:59,Lucknow,KYC Fraud,1d237191f180ea4e,PNB320235,Fraudster posing as bank official updated KYC and drained the account.,26.872,80.82237,yes,ATM-0323,2022-07-16 12:45:58
CMP-2019-0941,2019-09-21 16:42:46,Lucknow,Debit Card Fraud,9723793a253ff5d5,BOB203428,Card cloned at compromised POS terminal; cash withdrawn from ATM.,26.71916,80.96017,yes,ATM-0372,2019-09-23 02:51:19
CMP-2023-0942,2023-07-26 07:47:37,Jaipur,Credit Card Fraud,f5b54c64307afc4f,SBIN301019,Card details skimmed online; multiple unauthorized international charges.,26.88786,75.85078,no,,
CMP-2023-0943,2023-07-22 17:55:53,Patna,SIM Swap,f41490d7bd125505,KOTAK570267,SIM swapped without consent; OTPs intercepted and account emptied.,25.63306,85.02283,yes,ATM-0248,2023-07-24 00:05:59
CMP-2024-0944,2024-08-02 13:10:44,Jaipur,Phishing,41d554cd3042dc4c,UNION387465,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,26.97141,75.67598,yes,ATM-0290,2024-08-02 17:33:22
CMP-2024-0945,2024-10-31 16:34:21,Bengaluru,Loan Fraud,b2d72df9f58ca9bd,CNRB638430,Fraudulent loan approved in victim's name; money diverted to mule account.,13.11306,77.49426,no,,
CMP-2021-0946,2021-04-21 16:09:56,Madurai,Loan Fraud,910fe7e0a703e589,UNION384682,Fraudulent loan approved in victim's name; money diverted to mule account.,9.83728,77.97088,no,,
CMP-2022-0947,2022-07-21 07:39:25,Chennai,SIM Swap,f813a42390600522,CNRB842133,SIM swapped without consent; OTPs intercepted and account emptied.,13.14887,80.19835,no,,
CMP-2020-0948,2020-10-11 07:59:17,Hyderabad,SIM Swap,9850b8794cc4b91d,SBIN334807,SIM swapped without consent; OTPs intercepted and account emptied.,17.24868,78.40817,yes,ATM-0076,2020-10-14 03:48:55
CMP-2020-0949,2020-08-31 13:32:52,Delhi,Lottery Scam,ca40bea4bd8499b9,HDFC773618,Victim paid processing fee for fake lottery winnings and lost money.,28.84811,77.24936,yes,ATM-0060,2020-08-31 13:38:55
CMP-2021-0950,2021-01-31 06:56:11,Lucknow,KYC Fraud,edc03259f3e429ce,ICICI839730,Fraudster posing as bank official updated KYC and drained the account.,26.9619,80.87541,yes,ATM-0314,2021-02-01 04:10:08
CMP-2024-0951,2024-11-28 16:58:45,Surat,Phishing,965763b584aee0f5,KOTAK329931,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,21.23934,72.76501,yes,ATM-0009,2024-11-30 07:40:16
CMP-2024-0952,2024-11-14 11:14:28,Madurai,Investment Scam,eb0566544be54d66,YESB785584,Victim lured into fake crypto/stock investment platform and lost deposits.,9.8524,78.15767,no,,
CMP-2020-0953,2020-03-27 16:39:55,Ahmedabad,Debit Card Fraud,1b502a3a111bdf79,PNB313824,Card cloned at compromised POS terminal; cash withdrawn from ATM.,23.047,72.66372,no,,
CMP-2019-0954,2019-12-08 00:15:05,Bengaluru,Loan Fraud,5891afcef52bfbf8,SBIN602275,Fraudulent loan approved in victim's name; money diverted to mule account.,12.84971,77.49905,yes,ATM-0091,2019-12-08 13:50:57
CMP-2021-0955,2021-12-10 17:25:07,Coimbatore,Credit Card Fraud,55cbae0675af81d2,PNB122069,Card details skimmed online; multiple unauthorized international charges.,10.95985,77.07138,no,,
CMP-2023-0956,2023-02-15 00:29:49,Bengaluru,UPI Fraud,9f481d8170c3486f,ICICI547107,Unauthorized UPI transaction initiated from victim's account via social engineering.,12.89518,77.71734,no,,
CMP-2019-0957,2019-08-08 14:41:38,Jaipur,Credit Card Fraud,e6a40b7861edd80d,HDFC732599,Card details skimmed online; multiple unauthorized international charges.,26.79232,75.7525,yes,ATM-0007,2019-08-10 21:39:43
CMP-2022-0958,2022-11-13 01:26:50,Chennai,Credit Card Fraud,2975395f25e9dc68,ICICI380658,Card details skimmed online; multiple unauthorized international charges.,12.97549,80.30892,yes,ATM-0005,2022-11-15 22:23:45
CMP-2019-0959,2019-08-21 23:43:37,Coimbatore,KYC Fraud,085c43fc2d6389f3,ICICI312149,Fraudster posing as bank official updated KYC and drained the account.,10.90857,77.0337,no,,
CMP-2023-0960,2023-11-22 16:24:26,Hyderabad,KYC Fraud,c3df6222699ef5e8,SBIN355652,Fraudster posing as bank official updated KYC and drained the account.,17.25176,78.54431,no,,
CMP-2019-0961,2019-09-27 15:48:10,Patna,Phishing,7cc39c1659e81b57,CNRB411152,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,25.47487,85.25354,yes,ATM-0001,2019-09-30 09:28:44
CMP-2019-0962,2019-02-22 14:03:42,Pune,Loan Fraud,3c114bc31d8c00ad,KOTAK787199,Fraudulent loan approved in victim's name; money diverted to mule account.,18.45645,73.98321,no,,
CMP-2023-0963,2023-02-13 16:55:06,Coimbatore,UPI Fraud,7ad651ad8d710c00,SBIN215485,Unauthorized UPI transaction initiated from victim's account via social engineering.,10.93416,77.09274,yes,ATM-0040,2023-02-15 13:14:55
CMP-2019-0964,2019-09-17 07:22:02,Indore,UPI Fraud,49c822664a0177fe,UNION258442,Unauthorized UPI transaction initiated from victim's account via social engineering.,22.62302,75.86684,no,,
CMP-2023-0965,2023-01-28 15:19:16,Delhi,Lottery Scam,1ddd89eeb1bf0202,PNB465308,Victim paid processing fee for fake lottery winnings and lost money.,28.81672,77.03383,no,,
CMP-2021-0966,2021-03-19 17:24:41,Hyderabad,UPI Fraud,c1726c1bb603d455,HDFC255863,Unauthorized UPI transaction initiated from victim's account via social engineering.,17.46834,78.38068,yes,ATM-0229,2021-03-21 21:20:54
CMP-2023-0967,2023-09-18 03:09:20,Ahmedabad,UPI Fraud,23c0b2dfbe08501e,UNION548217,Unauthorized UPI transaction initiated from victim's account via social engineering.,23.16038,72.50494,yes,ATM-0066,2023-09-18 16:15:02
CMP-2021-0968,2021-04-23 13:45:17,Kolkata,OTP Scam,d656fe73d9e7df53,BOB827104,Victim shared OTP with caller impersonating bank support; funds transferred.,22.71445,88.39442,no,,
CMP-2019-0969,2019-10-30 20:13:39,Surat,Debit Card Fraud,86fb6b6794e441d2,YESB676023,Card cloned at compromised POS terminal; cash withdrawn from ATM.,21.16933,72.84123,no,,
CMP-2023-0970,2023-12-05 16:43:06,Pune,UPI Fraud,7ef537cbfb88908e,YESB652542,Unauthorized UPI transaction initiated from victim's account via social engineering.,18.54376,73.91475,no,,
CMP-2023-0971,2023-03-21 11:27:31,Bengaluru,KYC Fraud,77ee4cfce1da2e8f,AXIS991913,Fraudster posing as bank official updated KYC and drained the account.,12.82675,77.61211,no,,
CMP-2024-0972,2024-07-10 16:49:16,Chennai,KYC Fraud,c20ff5e6300dcf22,SBIN409012,Fraudster posing as bank official updated KYC and drained the account.,13.07082,80.37128,no,,
CMP-2024-0973,2024-08-02 13:40:31,Pune,Debit Card Fraud,f7652780293925a5,AXIS158579,Card cloned at compromised POS terminal; cash withdrawn from ATM.,18.5945,73.74187,no,,
CMP-2019-0974,2019-11-10 11:32:19,Coimbatore,Phishing,fd9b967267618cbe,YESB489739,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,10.88303,76.8376,no,,
CMP-2021-0975,2021-11-10 17:26:54,Lucknow,Credit Card Fraud,afb7b8654ed651b7,SBIN482986,Card details skimmed online; multiple unauthorized international charges.,26.73908,80.86971,yes,ATM-0214,2021-11-11 04:13:40
CMP-2020-0976,2020-02-04 16:36:37,Coimbatore,Credit Card Fraud,d6a9b7ce83e581b4,CNRB832497,Card details skimmed online; multiple unauthorized international charges.,11.15143,76.94686,no,,
CMP-2021-0977,2021-08-30 17:54:34,Surat,Phishing,0fbd75fe849ce0bb,ICICI263459,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,21.0382,72.87384,no,,
CMP-2020-0978,2020-01-16 07:32:29,Delhi,Phishing,9e01a5d777a4a21c,YESB812930,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,28.83857,77.08879,no,,
CMP-2020-0979,2020-07-19 09:31:49,Lucknow,SIM Swap,a858ed640a6c6e97,AXIS544250,SIM swapped without consent; OTPs intercepted and account emptied.,26.97614,80.87775,yes,ATM-0194,2020-07-22 07:56:28
